name,version,licenses
alpine-baselayout,3.2.0-r22,[GPL-2.0-only]
alpine-baselayout-data,3.2.0-r22,[GPL-2.0-only]
alpine-keys,2.4-r1,[MIT]
busybox,1.35.0-r17,[GPL-2.0-only]
ca-certificates-bundle,20220614-r0,[MPL-2.0 AND MIT]
libc-utils,0.7.2-r3,[BSD-2-Clause AND BSD-3-Clause]
libcrypto1.1,1.1.1q-r0,[OpenSSL]
libssl1.1,1.1.1q-r0,[OpenSSL]
musl-utils,1.2.3-r0,[MIT BSD GPL2+]
scanelf,1.3.4-r0,[GPL-2.0-only]
ssl_client,1.35.0-r17,[GPL-2.0-only]
zlib,1.2.12-r2,[Zlib]
