name,base_data,new_data
k8s.io/apimachinery,['v0.22.5' 'v0.22.4' 'v0.18.3' 'v0.21.6' 'v0.24.3'],[]
k8s.io/client-go,['v0.22.5' 'v0.22.4' 'v0.18.3' 'v0.21.6' 'v0.24.3'],[]
k8s.io/klog/v2,['v2.70.1' 'v2.30.0' 'v2.20.0'],[]
k8s.io/kube-openapi,['v0.0.0-20210305001622-591a79e4bda7' 'v0.0.0-20220328201542-3ee0da9b0b42'],[]
k8s.io/utils,['v0.0.0-20210930125809-cb0fa318a74b' 'v0.0.0-20200324210504-a9aa75ae1b89'],[]
klibc-utils,['2.0.4-9ubuntu2.2'],['2.0.4-9ubuntu2']
landscape-common,['18.01-0ubuntu3.6'],['18.01-0ubuntu3.5']
libapt-inst2.0,['1.6.14'],['1.6.13']
libapt-pkg5.0,['1.6.14'],['1.6.13']
libasound2,['1.1.3-5ubuntu0.6'],['1.1.3-5ubuntu0.5']
libasound2-data,['1.1.3-5ubuntu0.6'],['1.1.3-5ubuntu0.5']
libavahi-client3,['0.7-3.1ubuntu1.3'],['0.7-3.1ubuntu1.2']
libavahi-common-data,['0.7-3.1ubuntu1.3'],['0.7-3.1ubuntu1.2']
libavahi-common3,['0.7-3.1ubuntu1.3'],['0.7-3.1ubuntu1.2']
libbind9-160,['1:9.11.3+dfsg-1ubuntu1.17'],['1:9.11.3+dfsg-1ubuntu1.14']
libbinutils,['2.30-21ubuntu1~18.04.7'],['2.30-21ubuntu1~18.04.5']
libc-bin,['2.27-3ubuntu1.6'],['2.27-3ubuntu1.4']
libc-dev-bin,['2.27-3ubuntu1.6'],['2.27-3ubuntu1.4']
libc6,['2.27-3ubuntu1.6'],['2.27-3ubuntu1.4']
libc6-dev,['2.27-3ubuntu1.6'],['2.27-3ubuntu1.4']
libcom-err2,['1.44.1-1ubuntu1.4'],['1.44.1-1ubuntu1.3']
libcups2,['2.2.7-1ubuntu2.9'],['2.2.7-1ubuntu2.8']
libcurl3-gnutls,['7.58.0-2ubuntu3.20'],['7.58.0-2ubuntu3.13']
libcurl4,['7.58.0-2ubuntu3.20'],['7.58.0-2ubuntu3.13']
libdbus-1-3,['1.12.2-1ubuntu1.3'],['1.12.2-1ubuntu1.2']
libdns-export1100,['1:9.11.3+dfsg-1ubuntu1.17'],['1:9.11.3+dfsg-1ubuntu1.14']
libdns1100,['1:9.11.3+dfsg-1ubuntu1.17'],['1:9.11.3+dfsg-1ubuntu1.14']
libdpkg-perl,['1.19.0.5ubuntu2.4'],['1.19.0.5ubuntu2.3']
libexpat1,['2.2.5-3ubuntu0.7'],['2.2.5-3ubuntu0.2']
libexpat1-dev,['2.2.5-3ubuntu0.7'],['2.2.5-3ubuntu0.2']
libext2fs2,['1.44.1-1ubuntu1.4'],['1.44.1-1ubuntu1.3']
libfreetype6,['2.8.1-2ubuntu2.2'],['2.8.1-2ubuntu2.1']
libfreetype6-dev,['2.8.1-2ubuntu2.2'],['2.8.1-2ubuntu2.1']
libfribidi0,['0.19.7-2ubuntu0.1'],['0.19.7-2']
libgcrypt20,['1.8.1-4ubuntu1.3'],['1.8.1-4ubuntu1.2']
libgeos-c1v5,['3.7.1-1~pgdg18.04+1'],['3.6.2-1build2']
libgeos-dev,['3.7.1-1~pgdg18.04+1'],['3.6.2-1build2']
libglib2.0-0,['2.56.4-0ubuntu0.18.04.9'],['2.56.4-0ubuntu0.18.04.8']
libglib2.0-bin,['2.56.4-0ubuntu0.18.04.9'],['2.56.4-0ubuntu0.18.04.8']
libglib2.0-data,['2.56.4-0ubuntu0.18.04.9'],['2.56.4-0ubuntu0.18.04.8']
libglib2.0-dev,['2.56.4-0ubuntu0.18.04.9'],['2.56.4-0ubuntu0.18.04.8']
libglib2.0-dev-bin,['2.56.4-0ubuntu0.18.04.9'],['2.56.4-0ubuntu0.18.04.8']
libgnutls30,['3.5.18-1ubuntu1.6'],['3.5.18-1ubuntu1.4']
libhogweed4,['3.4.1-0ubuntu0.18.04.1'],['3.4-1']
libicu-dev,['60.2-3ubuntu3.2'],['60.2-3ubuntu3.1']
libicu60,['60.2-3ubuntu3.2'],['60.2-3ubuntu3.1']
libiculx60,['60.2-3ubuntu3.2'],['60.2-3ubuntu3.1']
libirs160,['1:9.11.3+dfsg-1ubuntu1.17'],['1:9.11.3+dfsg-1ubuntu1.14']
libisc-export169,['1:9.11.3+dfsg-1ubuntu1.17'],['1:9.11.3+dfsg-1ubuntu1.14']
libisc169,['1:9.11.3+dfsg-1ubuntu1.17'],['1:9.11.3+dfsg-1ubuntu1.14']
libisccc160,['1:9.11.3+dfsg-1ubuntu1.17'],['1:9.11.3+dfsg-1ubuntu1.14']
libisccfg160,['1:9.11.3+dfsg-1ubuntu1.17'],['1:9.11.3+dfsg-1ubuntu1.14']
libkeyutils1,['1.5.9-9.2ubuntu2.1'],['1.5.9-9.2ubuntu2']
libklibc,['2.0.4-9ubuntu2.2'],['2.0.4-9ubuntu2']
libldap-2.4-2,['2.4.45+dfsg-1ubuntu1.11'],['2.4.45+dfsg-1ubuntu1.10']
libldap-common,['2.4.45+dfsg-1ubuntu1.11'],['2.4.45+dfsg-1ubuntu1.10']
libldap2-dev,['2.4.45+dfsg-1ubuntu1.11'],['2.4.45+dfsg-1ubuntu1.10']
liblwres160,['1:9.11.3+dfsg-1ubuntu1.17'],['1:9.11.3+dfsg-1ubuntu1.14']
liblz4-1,['0.0~r131-2ubuntu3.1'],['0.0~r131-2ubuntu3']
liblzma-dev,['5.2.2-1.3ubuntu0.1'],['5.2.2-1.3']
liblzma5,['5.2.2-1.3ubuntu0.1'],['5.2.2-1.3']
libmysqlclient-dev,['5.7.39-0ubuntu0.18.04.2'],['5.7.33-0ubuntu0.18.04.1']
libmysqlclient20,['5.7.39-0ubuntu0.18.04.2'],['5.7.33-0ubuntu0.18.04.1']
libnetplan0,['0.99-0ubuntu3~18.04.5'],['0.99-0ubuntu3~18.04.4']
libnettle6,['3.4.1-0ubuntu0.18.04.1'],['3.4-1']
libnss-systemd,['237-3ubuntu10.53'],['237-3ubuntu10.45']
libnss3,['2:3.35-2ubuntu2.15'],['2:3.35-2ubuntu2.12']
libntfs-3g88,['1:2017.3.23-2ubuntu0.18.04.4'],['1:2017.3.23-2ubuntu0.18.04.2']
libpam-modules,['1.1.8-3.6ubuntu2.18.04.3'],['1.1.8-3.6ubuntu2.18.04.2']
libpam-modules-bin,['1.1.8-3.6ubuntu2.18.04.3'],['1.1.8-3.6ubuntu2.18.04.2']
libpam-runtime,['1.1.8-3.6ubuntu2.18.04.3'],['1.1.8-3.6ubuntu2.18.04.2']
libpam-systemd,['237-3ubuntu10.53'],['237-3ubuntu10.45']
libpam0g,['1.1.8-3.6ubuntu2.18.04.3'],['1.1.8-3.6ubuntu2.18.04.2']
libpam0g-dev,['1.1.8-3.6ubuntu2.18.04.3'],['1.1.8-3.6ubuntu2.18.04.2']
libpcre16-3,['2:8.39-9ubuntu0.1'],['2:8.39-9']
libpcre3,['2:8.39-9ubuntu0.1'],['2:8.39-9']
libpcre3-dev,['2:8.39-9ubuntu0.1'],['2:8.39-9']
libpcre32-3,['2:8.39-9ubuntu0.1'],['2:8.39-9']
libpcrecpp0v5,['2:8.39-9ubuntu0.1'],['2:8.39-9']
libpolkit-agent-1-0,['0.105-20ubuntu0.18.04.6'],['0.105-20ubuntu0.18.04.5']
libpolkit-backend-1-0,['0.105-20ubuntu0.18.04.6'],['0.105-20ubuntu0.18.04.5']
libpolkit-gobject-1-0,['0.105-20ubuntu0.18.04.6'],['0.105-20ubuntu0.18.04.5']
libpq-dev,['14.5-1.pgdg18.04+1'],['10.16-0ubuntu0.18.04.1']
libpq5,['14.5-1.pgdg18.04+1'],['10.16-0ubuntu0.18.04.1']
libpython2.7,['2.7.17-1~18.04ubuntu1.8'],['2.7.17-1~18.04ubuntu1.6']
libpython2.7-dev,['2.7.17-1~18.04ubuntu1.8'],['2.7.17-1~18.04ubuntu1.6']
libpython2.7-minimal,['2.7.17-1~18.04ubuntu1.8'],['2.7.17-1~18.04ubuntu1.6']
libpython2.7-stdlib,['2.7.17-1~18.04ubuntu1.8'],['2.7.17-1~18.04ubuntu1.6']
libpython3.6,['3.6.9-1~18.04ubuntu1.8'],['3.6.9-1~18.04ubuntu1.4']
libpython3.6-dev,['3.6.9-1~18.04ubuntu1.8'],['3.6.9-1~18.04ubuntu1.4']
libpython3.6-minimal,['3.6.9-1~18.04ubuntu1.8'],['3.6.9-1~18.04ubuntu1.4']
libpython3.6-stdlib,['3.6.9-1~18.04ubuntu1.8'],['3.6.9-1~18.04ubuntu1.4']
libruby2.5,['2.5.1-1ubuntu1.12'],['2.5.1-1ubuntu1.8']
libsasl2-2,['2.1.27~101-g0780600+dfsg-3ubuntu2.4'],['2.1.27~101-g0780600+dfsg-3ubuntu2.3']
libsasl2-dev,['2.1.27~101-g0780600+dfsg-3ubuntu2.4'],['2.1.27~101-g0780600+dfsg-3ubuntu2.3']
libsasl2-modules,['2.1.27~101-g0780600+dfsg-3ubuntu2.4'],['2.1.27~101-g0780600+dfsg-3ubuntu2.3']
libsasl2-modules-db,['2.1.27~101-g0780600+dfsg-3ubuntu2.4'],['2.1.27~101-g0780600+dfsg-3ubuntu2.3']
libseccomp2,['2.5.1-1ubuntu1~18.04.2'],['2.4.3-1ubuntu3.18.04.3']
libsepol1,['2.7-1ubuntu0.1'],['2.7-1']
libsqlite3-0,['3.22.0-1ubuntu0.5'],['3.22.0-1ubuntu0.4']
libsqlite3-dev,['3.22.0-1ubuntu0.5'],['3.22.0-1ubuntu0.4']
libss2,['1.44.1-1ubuntu1.4'],['1.44.1-1ubuntu1.3']
libssl-dev,['1.1.1-1ubuntu2.1~18.04.20'],['1.1.1-1ubuntu2.1~18.04.9']
libssl1.0.0,['1.0.2n-1ubuntu5.10'],['1.0.2n-1ubuntu5.6']
