name,version,licenses
mxparser,['1.2.2'],['[]']
mypy,['0.931'],['[]']
mysql-client,['5.7.39-0ubuntu0.18.04.2'],['[Artistic BSD-2-clause BSD-3-clause BSD-like Boost-1.0 GPL-2 GPL-2+ ISC LGPL LGPL-2 SWsoft public-domain zlib/libpng]']
nanomatch,['1.2.13'],['[]']
napi-build-utils,['1.0.2'],['[]']
nashorn,['1.8.0_242-b08'],['[]']
native-platform,['0.22-milestone-23'],['[]']
native-platform-freebsd-amd64-libcpp,['0.22-milestone-23'],['[]']
native-platform-linux-aarch64,['0.22-milestone-23'],['[]']
native-platform-linux-aarch64-ncurses5,['0.22-milestone-23'],['[]']
native-platform-linux-aarch64-ncurses6,['0.22-milestone-23'],['[]']
native-platform-linux-amd64,['0.22-milestone-23'],['[]']
native-platform-linux-amd64-ncurses5,['0.22-milestone-23'],['[]']
native-platform-linux-amd64-ncurses6,['0.22-milestone-23'],['[]']
native-platform-osx-aarch64,['0.22-milestone-23'],['[]']
native-platform-osx-amd64,['0.22-milestone-23'],['[]']
native-platform-windows-amd64,['0.22-milestone-23'],['[]']
native-platform-windows-amd64-min,['0.22-milestone-23'],['[]']
native-platform-windows-i386,['0.22-milestone-23'],['[]']
native-platform-windows-i386-min,['0.22-milestone-23'],['[]']
natural-compare,['1.4.0'],['[]']
natural-orderby,['2.0.3'],['[MIT]']
netrc-parser,['3.1.6'],['[ISC]']
netty-buffer,['4.1.66.Final'],['[]']
netty-codec,['4.1.66.Final'],['[]']
netty-codec-http,['4.1.66.Final'],['[]']
netty-common,['4.1.66.Final'],['[]']
netty-handler,['4.1.66.Final'],['[]']
netty-resolver,['4.1.66.Final'],['[]']
netty-transport,['4.1.66.Final'],['[]']
networkd-dispatcher,['1.7-0ubuntu3.5'],['[GPL-3 GPL-3+]']
nice-try,['1.0.5'],['[MIT]']
nimbus-jose-jwt,['9.8.1'],['[]']
nise,['1.5.2'],['[]']
nock,['10.0.6'],['[]']
node-abi,['2.30.1'],['[]']
node-addon-api,['3.2.1'],['[]']
node-fetch,['2.6.1'],['[MIT]']
node-forge,['0.7.5' '1.3.0'],['[(BSD-3-Clause OR GPL-2.0)]']
node-notifier,['5.3.0' '10.0.0'],['[MIT]']
nopt,['4.0.1'],['[ISC]']
normalize-package-data,['2.5.0' '3.0.2'],['[]']
normalize-url,['2.0.1' '3.3.0'],['[MIT]']
nose,['1.3.7'],['[GNU LGPL]']
npm-run-path,['2.0.2' '4.0.1'],['[MIT]']
npmlog,['4.1.2'],['[]']
nrepl,['0.9.0'],['[]']
nth-check,['2.0.1'],['[]']
number-is-nan,['1.0.1'],['[]']
numpy,['1.23.1' '1.16.6' '1.21.6' '1.19.5'],['[BSD]']
nvme-cli,['1.5-1ubuntu1.2'],['[GPL-2 GPL-2+]']
oauth,['1.0.1'],['[MIT License]']
oauth2-oidc-sdk,['9.3.1'],['[]']
object-assign,['4.1.1'],['[]' '[MIT]']
object-copy,['0.1.0'],['[]']
object-inspect,['1.11.0' '1.12.2'],['[]']
object-keys,['1.1.1' '1.0.12'],['[]']
object-treeify,['1.1.26'],['[MIT]']
object-visit,['1.0.1'],['[]']
object.assign,['4.1.2'],['[]']
object.pick,['1.3.0'],['[]']
objenesis,['2.6'],['[]']
once,['1.4.0'],['[ISC]' '[]']
onetime,['5.1.0' '2.0.1'],['[MIT]']
open,['6.4.0'],['[MIT]']
open-vm-tools,['2:11.0.5-4ubuntu0.18.04.2'],['[BSD-3 GPL-2 GPL-2+ GPL-2.1 LGPL-2.1 MIT(*) MIT(**)]']
openjdk-11-jdk,['11.0.16+8-0ubuntu1~18.04'],['[Apache-2.0 GPL-2 LGPL-2 LGPL-2-1]']
openjdk-11-jdk-headless,['11.0.16+8-0ubuntu1~18.04'],['[Apache-2.0 GPL-2 LGPL-2 LGPL-2-1]']
openjdk-11-jre,['11.0.16+8-0ubuntu1~18.04'],['[Apache-2.0 GPL-2 LGPL-2 LGPL-2-1]']
openjdk-11-jre-headless,['11.0.16+8-0ubuntu1~18.04'],['[Apache-2.0 GPL-2 LGPL-2 LGPL-2-1]']
opensaml-core,['3.4.5'],['[]']
opensaml-messaging-api,['3.4.5'],['[]']
opensaml-messaging-impl,['3.4.5'],['[]']
opensaml-profile-api,['3.4.5'],['[]']
opensaml-profile-impl,['3.4.5'],['[]']
opensaml-saml-api,['3.4.5'],['[]']
opensaml-saml-impl,['3.4.5'],['[]']
opensaml-security-api,['3.4.5'],['[]']
opensaml-security-impl,['3.4.5'],['[]']
opensaml-soap-api,['3.4.5'],['[]']
opensaml-soap-impl,['3.4.5'],['[]']
opensaml-storage-api,['3.4.5'],['[]']
opensaml-storage-impl,['3.4.5'],['[]']
opensaml-xmlsec-api,['3.4.5'],['[]']
opensaml-xmlsec-impl,['3.4.5'],['[]']
opentest4j,['1.2.0'],['[]']
opn,['3.0.3'],['[MIT]']
optionator,['0.8.3'],['[]']
org.abego.treelayout.core,['1.0.3'],['[]']
org.eclipse.jgit,['5.7.0.202003110725-r'],['[]']
original,['1.0.2'],['[MIT]']
os-homedir,['1.0.2'],['[]' '[MIT]']
os-prober,['1.74ubuntu1'],['[GPL-2]']
os-tmpdir,['1.0.2'],['[]' '[MIT]']
osenv,['0.1.5'],['[ISC]' '[]']
owasp-java-html-sanitizer,['20211018.2'],['[]']
p-cancelable,['0.4.1' '1.0.0'],['[MIT]']
p-finally,['1.0.0'],['[MIT]']
p-is-promise,['1.1.0'],['[MIT]']
p-limit,['2.2.0' '1.3.0'],['[]']
p-locate,['4.1.0' '2.0.0'],['[]']
p-timeout,['2.0.1'],['[MIT]']
p-try,['2.2.0' '1.0.0'],['[]']
packaging,['20.9' '21.3'],['[BSD-2-Clause or Apache-2.0]']
parallel,['1.21.0'],['[]']
parent-join-client,['7.16.3'],['[]']
parent-module,['1.0.0'],['[]']
parse-json,['4.0.0' '5.0.0'],['[MIT]']
parse-semver,['1.1.1'],['[]']
parse5,['6.0.1'],['[]']
parse5-htmlparser2-tree-adapter,['6.0.1'],['[]']
parsley,['0.9.3'],['[]']
pascalcase,['0.1.1'],['[]']
password-prompt,['1.1.2'],['[WTFPL]']
path-dirname,['1.0.2'],['[]']
path-exists,['4.0.0' '3.0.0'],['[]']
path-is-absolute,['1.0.1'],['[]' '[MIT]']
path-key,['3.1.0' '2.0.1' '3.1.1'],['[MIT]']
path-parse,['1.0.7'],['[]']
path-to-regexp,['1.7.0'],['[]']
path-type,['4.0.0' '3.0.0'],['[MIT]']
pathlib2,['2.3.7.post1'],['[MIT]']
pathval,['1.1.0'],['[]']
pend,['1.2.0'],['[]']
percolator-client,['7.16.3'],['[]']
pexpect,['4.2.1'],['[ISC license]']
pgdg-keyring,['2018.2'],['[]']
phoenix,['1.5.4'],['[MIT]']
picomatch,['2.0.7' '2.2.2'],['[MIT]']
pify,['3.0.0' '4.0.1'],['[MIT]']
pipenv,['2022.7.4' '2022.4.8' '2021.5.29'],['[MIT]']
pkg-dir,['4.2.0' '2.0.0'],['[]']
platformdirs,['2.4.0' '2.0.2' '2.5.2'],['[]' '[MIT]']
plist,['3.0.5'],['[MIT]']
pluggy,['0.13.1' '1.0.0'],['[MIT]' '[MIT license]']
pomegranate,['1.2.1'],['[]']
posix-character-classes,['0.1.1'],['[]']
postgresql-11,['11.17-1.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Snowball Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
postgresql-11-postgis-2.5-scripts,['2.5.5+dfsg-1.pgdg18.04+2'],['[BSD-3-Clause CC-BY-SA-3.0 CCPL Expat GPL-2 GPL-2+ GPL-3 GPL-3+ ISC LGPL-2 LGPL-2+ public-domain uthash]']
postgresql-9.3,['9.3.25-3.pgdg18.04+1'],['[Artistic BSD-3-clause GPL-1 Tcl]']
postgresql-9.3-postgis-2.4-scripts,['2.4.4+dfsg-4.pgdg18.04+1'],['[BSD-3-Clause CC-BY-SA-3.0 CCPL Expat GPL-2 GPL-2+ GPL-3 GPL-3+ ISC LGPL-2 LGPL-2+ public-domain uthash]']
postgresql-9.4,['9.4.26-2.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Snowball Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
postgresql-9.4-postgis-2.4-scripts,['2.4.4+dfsg-4.pgdg18.04+1'],['[BSD-3-Clause CC-BY-SA-3.0 CCPL Expat GPL-2 GPL-2+ GPL-3 GPL-3+ ISC LGPL-2 LGPL-2+ public-domain uthash]']
postgresql-9.5,['9.5.25-1.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Snowball Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
postgresql-9.5-postgis-2.4-scripts,['2.4.4+dfsg-4.pgdg18.04+1'],['[BSD-3-Clause CC-BY-SA-3.0 CCPL Expat GPL-2 GPL-2+ GPL-3 GPL-3+ ISC LGPL-2 LGPL-2+ public-domain uthash]']
postgresql-9.6,['9.6.24-1.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Snowball Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
postgresql-9.6-postgis-2.4-scripts,['2.4.4+dfsg-4.pgdg18.04+1'],['[BSD-3-Clause CC-BY-SA-3.0 CCPL Expat GPL-2 GPL-2+ GPL-3 GPL-3+ ISC LGPL-2 LGPL-2+ public-domain uthash]']
postgresql-client-11,['11.17-1.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Snowball Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
postgresql-client-9.3,['9.3.25-3.pgdg18.04+1'],['[Artistic BSD-3-clause GPL-1 Tcl]']
postgresql-client-9.4,['9.4.26-2.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Snowball Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
postgresql-client-9.5,['9.5.25-1.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Snowball Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
postgresql-client-9.6,['9.6.24-1.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Snowball Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
postgresql-contrib-9.3,['9.3.25-3.pgdg18.04+1'],['[Artistic BSD-3-clause GPL-1 Tcl]']
postgresql-contrib-9.4,['9.4.26-2.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause GPL-1]']
postgresql-contrib-9.5,['9.5.25-1.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause GPL-1]']
postgresql-contrib-9.6,['9.6.24-1.pgdg18.04+1'],['[Artistic BSD-2-clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex GPL-1 PostgreSQL Snowball Tcl blf double-metaphone imath nagaysau-ishii rijndael]']
power_assert,['2.0.1'],['[]']
preallocate,['7.16.3'],['[]']
prebuild-install,['6.1.4'],['[]']
prelude-ls,['1.1.2'],['[]']
prepend-http,['2.0.0'],['[MIT]']
prettytable,['0.7.2'],['[BSD (3 clause)]']
printf,['0.3.0' '0.6.1'],['[MIT]']
probert,['0.0.12'],['[AGPLv3+]']
process-nextick-args,['2.0.1'],['[]' '[MIT]']
progress,['2.0.3'],['[]']
propagate,['1.0.0'],['[]']
protobuf-java,['3.14.0'],['[]']
psl,['1.1.31'],['[MIT]']
pump,['1.0.3' '3.0.0'],['[]' '[MIT]']
punycode,['1.3.2' '2.1.1'],['[]']
py,['1.11.0'],['[MIT license]']
pycurl,['7.43.0.1'],['[LGPL/MIT]']
pyparsing,['2.4.7' '3.0.9'],['[MIT License]' '[]']
pytest,['7.1.3' '7.0.1' '4.6.9' '6.2.5' '6.1.2' '4.6.11' '3.2.1'],['[MIT]' '[]' '[MIT license]']
pytest-cov,['2.5.1' '2.12.1'],['[]']
pytest-forked,['0.2' '1.3.0'],['[]']
pytest-freezegun,['0.4.2'],['[]']
pytest-httpbin,['0.3.0' '1.0.0'],['[]']
pytest-mock,['2.0.0'],['[]']
pytest-randomly,['1.2.1' '1.2.3'],['[]']
pytest-timeout,['1.4.2' '1.2.0' '1.3.4'],['[]']
pytest-xdist,['1.34.0' '1.20.0'],['[]']
python-asn1crypto,['0.24.0-1'],['[Expat]']
python-attr,['17.4.0-2'],['[Expat]']
python-automat,['0.6.0-1'],['[Expat]']
python-boto,['2.44.0-1ubuntu2.18.04.1'],['[Expat Expat-and-Amazon-License]']
python-bzrlib,['2.7.0+bzr6622-10'],['[GPL-2 GPL-2+]']
python-certifi,['2018.1.18-2'],['[GPL-2 MPL-2]']
python-cffi-backend,['1.11.5-1'],['[Expat]']
python-chardet,['3.0.4-1'],['[LGPL-2.1 LGPL-2.1+]']
python-cheetah,['2.4.4-4'],['[GPL-2 GPL-2+ MIT]']
python-configobj,['5.0.6-2'],['[BSD-3-clause]']
python-constantly,['15.1.0-1'],['[CC0 MIT]']
python-cryptography,['2.1.4-1ubuntu1.4'],['[Apache Apache-2.0 Expat]']
python-dateutil,['2.8.1'],['[]']
python-enum34,['1.1.6-2'],['[GPL-3]']
python-gdbm,['2.7.17-1~18.04'],['[]']
python-hyperlink,['17.3.1-2'],['[Expat]']
python-idna,['2.6-1'],['[BSD-3-clause PSF-2 Unicode]']
python-incremental,['16.10.1-3'],['[MIT]']
python-ipaddress,['1.0.17-1'],['[Expat PSF-2]']
python-oauth,['1.0.1-5'],['[]']
python-openssl,['17.5.0-1ubuntu1'],['[Apache Apache-2.0 This]']
python-pam,['0.4.2-13.2ubuntu4'],['[GPL-2]']
python-pkg-resources,['39.0.1-2'],['[]']
python-prettytable,['0.7.2-3'],['[BSD]']
python-pyasn1,['0.4.2-3'],['[BSD-2-clause GPL-2 GPL-2+]']
python-pyasn1-modules,['0.2.1-0.2'],['[BSD-2-Clause BSD-3-Clause]']
python-pycurl,['7.43.0.1-0.2'],['[LGPL-2.1 MIT]']
python-requests,['2.18.4-2ubuntu0.1'],['[Apache Apache-2.0]']
python-serial,['3.4-2'],['[]']
python-service-identity,['16.0.0-2'],['[Expat]']
python-six,['1.11.0-2'],['[Expat]']
python-twisted-bin,['17.9.0-2ubuntu0.3'],['[]']
python-twisted-core,['17.9.0-2ubuntu0.3'],['[]']
python-twisted-names,['17.9.0-2ubuntu0.3'],['[]']
python-twisted-web,['17.9.0-2ubuntu0.3'],['[]']
python-urllib3,['1.22-1ubuntu0.18.04.2'],['[Expat PSF-2]']
python-xapian,['1.4.5-1ubuntu3'],['[GPL-2]']
python-yaml,['3.12-1build2'],['[]']
python-zope.interface,['4.3.2-1build2'],['[Zope-2.1]']
python3-pexpect,['4.2.1-1'],['[ISC]']
python3-ptyprocess,['0.5.2-1'],['[ISC]']
python3-pycurl,['7.43.0.1-0.2'],['[LGPL-2.1 MIT]']
python3-xapian,['1.4.5-1ubuntu3'],['[GPL-2]']
pyudev,['0.21.0'],['[LGPL 2.1+]']
qdbus,['4:4.8.7+dfsg-7ubuntu1'],['[GPL-2 GPL-3 LGPL-2.1]']
qdox,['1.12.1'],['[]']
qqjs,['0.3.11' '0.3.10'],['[]']
qs,['6.6.0' '6.10.1'],['[]']
qt4-linguist-tools,['4:4.8.7+dfsg-7ubuntu1'],['[GPL-2 GPL-3 LGPL-2.1]']
qt4-qmake,['4:4.8.7+dfsg-7ubuntu1'],['[GPL-2 GPL-3 LGPL-2.1]']
qtchooser,['64-ga1b6736-5'],['[BSD-3-clause GPL-3 LGPL-2.1]']
qtcore4-l10n,['4:4.8.7+dfsg-7ubuntu1'],['[GPL-2 GPL-3 LGPL-2.1]']
query-string,['5.1.1'],['[MIT]']
querystring,['0.2.0'],['[]']
querystringify,['2.2.0'],['[MIT]']
quoin,['0.1.2'],['[]']
ragel,['6.10-1'],['[GPL GPL-2]']
ramda,['0.26.1'],['[]']
rank-eval-client,['7.16.3'],['[]']
rb-fsevent,['0.11.0'],['[]']
rb-inotify,['0.10.1'],['[]']
rbs,['1.7.1' '2.0.0'],['[]']
rc,['1.2.8'],['[]']
re2c,['1.0.1-1'],['[]']
read,['1.0.7'],['[]']
read-pkg,['4.0.1'],['[]']
readable-stream,['3.4.0' '2.3.7' '3.6.0'],['[]' '[MIT]']
redeyed,['2.1.1'],['[MIT]']
redis-errors,['1.2.0'],['[MIT]']
redis-parser,['3.0.0'],['[MIT]']
redis-tools,['5:6.0.6-3chl1~bionic1'],['[BSD-2-clause BSD-3-clause MIT]']
reflectasm,['1.09'],['[]']
regex,['1.1.0'],['[]']
regex-not,['1.0.2'],['[]']
regexp.prototype.flags,['1.4.3'],['[]']
regexpp,['2.0.1' '3.0.0'],['[]']
reindex-client,['7.16.3'],['[]']
repeat-element,['1.1.3'],['[]']
repeat-string,['1.6.1'],['[]']
repositories-metering-api,['7.16.3'],['[]']
repository-encrypted,['7.16.3'],['[]']
repository-url,['7.16.3'],['[]']
requires-port,['1.0.0'],['[MIT]']
resolvconf,['1.79ubuntu10.18.04.3'],['[GPL-2 GPL-2+]']
resolve,['1.11.1' '1.20.0' '1.8.1'],['[]']
resolve-from,['4.0.0'],['[]']
resolve-url,['0.2.1'],['[]']
resources,['1.8.0_242'],['[]']
responselike,['1.0.2'],['[MIT]']
restore-cursor,['3.1.0' '2.0.0'],['[MIT]']
ret,['0.1.15'],['[]']
reusify,['1.0.4'],['[MIT]']
rimraf,['3.0.2' '2.2.8' '2.6.3'],['[ISC]' '[]']
rsa,['4.7.2' '3.1.4'],['[]']
rsyslog,['8.32.0-1ubuntu4.2'],['[Apache-2.0 BSD-3-clause GPL-3 GPL-3.0+ LGPL-3 LGPL-3.0+]']
rt,['1.8.0_242'],['[]']
run-async,['2.3.0'],['[MIT]']
run-parallel,['1.1.9'],['[MIT]']
runtime-fields-common,['7.16.3'],['[]']
rxjs,['6.5.3'],['[Apache-2.0]']
sa-jdi,[nan],['[]']
safe-buffer,['5.1.2' '5.2.1'],['[]' '[MIT]']
safe-regex,['1.1.0'],['[]']
safer-buffer,['2.1.2'],['[MIT]']
sax,['1.2.1' '1.2.4'],['[]']
sbsigntool,['0.9.2-2ubuntu1~18.04.2'],['[CC0 GPL-3 GPL-3+ LGPL-2 LGPL-2+ LGPL-2.1 LGPL-2.1+ LGPL-3 LGPL-3+ MIT]']
scandir,['1.10.0'],['[New BSD License]']
scout,['0.1.1'],['[]']
search-business-rules,['7.16.3'],['[]']
searchable-snapshots,['7.16.3'],['[]']
secureboot-db,['1.4~ubuntu0.18.04.1'],['[GPL-3 GPL-3+]']
semver,['5.6.0' '7.3.5' '5.7.1' '6.3.0'],['[ISC]' '[]']
set-blocking,['2.0.0'],['[]']
set-value,['2.0.1'],['[]']
sgml-base,['1.29'],['[GPL-2 GPL-2+]']
shebang-command,['1.2.0' '2.0.0'],['[MIT]']
shebang-regex,['3.0.0' '1.0.0'],['[MIT]']
shell-escape,['0.2.0'],['[]']
shell-quote,['1.7.3'],['[MIT]']
shellwords,['0.1.1'],['[MIT]']
shim-signed,['1.37~18.04.11+15.4-0ubuntu9'],['[BSD-2-Clause]']
side-channel,['1.0.4'],['[]']
signal-exit,['3.0.5' '3.0.2'],['[ISC]' '[]']
sigs.k8s.io/cli-utils,['v0.22.0'],['[]']
sigs.k8s.io/controller-runtime,['v0.6.0'],['[]']
sigs.k8s.io/kind,['v0.12.0'],['[]']
sigs.k8s.io/kustomize/kyaml,['v0.10.17' 'v0.0.5'],['[]']
sigs.k8s.io/structured-merge-diff/v3,['v3.0.0'],['[]']
simple-concat,['1.0.1'],['[]']
simple-get,['3.1.0'],['[]']
simplecov_json_formatter,['0.1.3'],['[]']
simplejson,['3.5.2' '3.6.5'],['[]']
singledispatch,['3.7.0'],['[UNKNOWN]']
sinon,['7.4.1'],['[]']
sjacket,['0.1.1.1'],['[]']
slash,['3.0.0' '1.0.0'],['[MIT]']
slf4j-nop,['1.7.25'],['[]']
slice-ansi,['2.1.0'],['[]']
smooth-progress,['1.1.0'],['[ISC]']
snakeyaml,['1.30' '1.28' '1.26'],['[]']
snapdragon,['0.8.2'],['[]']
snapdragon-node,['2.1.1'],['[]']
snapdragon-util,['3.0.1'],['[]']
snapshot-repo-test-kit,['7.16.3'],['[]']
sort-keys,['4.0.0' '2.0.0'],['[MIT]']
source-map,['0.5.7' '0.6.1'],['[]']
source-map-resolve,['0.5.2'],['[]']
source-map-support,['0.5.20' '0.5.9'],['[]']
source-map-url,['0.4.0'],['[]']
sparkline,['0.2.0'],['[MIT]']
spatial,['7.16.3'],['[]']
spatial4j,['0.7'],['[]']
spdx-correct,['3.1.0'],['[]']
spdx-exceptions,['2.2.0'],['[]']
spdx-expression-parse,['3.0.0'],['[]']
spdx-license-ids,['3.0.5'],['[]']
spec.alpha,['0.3.218'],['[]']
split-string,['3.1.0'],['[]']
sprintf-js,['1.0.3' '1.1.0'],['[BSD-3-Clause]' '[]']
sql-action,['7.16.3'],['[]']
sql-proto,['7.16.3'],['[]']
sqlite3-doc,['3.22.0-1ubuntu0.5'],['[GPL-2 GPL-2+ public-domain]']
ssh2,['1.11.0' '1.4.0' '0.6.1' '0.5.4'],['[MIT]']
ssh2-streams,['0.1.20' '0.2.1'],['[MIT]']
stackprof,['0.2.17'],['[]']
static-extend,['0.1.2'],['[]']
stdout-stderr,['0.1.9'],['[]']
steep,['0.47.0'],['[]']
stencil,['0.5.0'],['[]']
streamsearch,['0.1.2'],['[MIT]']
strftime,['0.10.0'],['[MIT]']
strict-uri-encode,['1.1.0'],['[MIT]']
string-width,['1.0.2' '4.2.0' '2.1.1' '4.1.0' '3.1.0'],['[]' '[MIT]']
string.prototype.trimend,['1.0.5'],['[]']
string.prototype.trimstart,['1.0.5'],['[]']
string_decoder,['1.1.1' '1.2.0'],['[]' '[MIT]']
strip-ansi,['4.0.0' '3.0.1' '6.0.0' '5.2.0'],['[]' '[MIT]']
strip-bom,['4.0.0' '3.0.0'],['[MIT]']
strip-eof,['2.0.0' '1.0.0'],['[MIT]']
strip-json-comments,['3.0.1' '2.0.1'],['[]']
sunec,['1.8.0_242'],['[]']
sunjce_provider,['1.8.0_242'],['[]']
sunpkcs11,['1.8.0_242'],['[]']
super-csv,['2.4.0'],['[]']
supports-color,['7.1.0' '5.4.0' '5.5.0' '2.0.0'],['[]' '[MIT]']
supports-hyperlinks,['1.0.1' '2.1.0'],['[MIT]']
t-digest,['3.2'],['[]']
table,['5.4.6'],['[]']
tar-fs,['2.1.1' '1.16.3' '2.0.0'],['[]']
tar-stream,['1.6.2' '2.2.0' '2.1.0'],['[]']
tasksel,['3.34ubuntu11'],['[GPL GPL-2]']
tasksel-data,['3.34ubuntu11'],['[GPL GPL-2]']
tcpd,['7.6.q-27'],['[]']
temp,['0.9.4' '0.8.3' '0.9.1'],['[MIT]']
term-img,['4.1.0'],['[MIT]']
terminal-table,['3.0.2'],['[]']
test-unit,['3.5.3'],['[]']
testng,['7.5' '6.3.1'],['[]']
text-table,['0.2.0'],['[]']
thin-provisioning-tools,['0.7.4-2ubuntu3'],['[GPL-2 GPL-2+ GPL-3 GPL-3+]']
through,['2.3.8'],['[MIT]']
timed-out,['4.0.1'],['[MIT]']
tmate,['2.2.1-1build1'],['[BSD-2 BSD-3 Expat ISC]']
tmp,['0.1.0' '0.0.33' '0.2.1'],['[]' '[MIT]']
to-buffer,['1.1.1'],['[]']
to-object-path,['0.3.0'],['[]']
to-readable-stream,['1.0.0'],['[MIT]']
to-regex,['3.0.2'],['[]']
to-regex-range,['2.1.1' '5.0.1'],['[MIT]']
tomli,['2.0.1' '1.2.3'],['[]']
tomlj,['1.0.0'],['[]']
tools,[nan],['[]']
tools.macro,['0.1.5'],['[]']
tornado,['6.0.3' '5.1.1'],['[]']
tox,['3.5.2'],['[]']
transform,['7.16.3'],['[]']
transport-netty4-client,['7.16.3'],['[]']
transport-nio-client,['7.16.3'],['[]']
treeify,['1.1.0'],['[MIT]']
trove4j,['1.0.20200330'],['[]']
true-myth,['2.2.3'],['[MIT]']
trustme,['0.5.3'],['[]']
ts-node,['8.0.2'],['[]']
tslib,['1.9.3' '2.0.1' '1.13.0' '2.4.0' '1.14.1' '1.10.0' '2.2.0' '2.3.1'],['[]' '[0BSD]']
tsutils,['3.17.1'],['[]']
tunnel,['0.0.6'],['[]']
tunnel-agent,['0.6.0'],['[Apache-2.0]' '[]']
tunnel-ssh,['4.1.4'],['[MIT]']
tweetnacl,['0.14.5'],['[Unlicense]']
txw2,['3.0.0'],['[]']
type-check,['0.3.2'],['[]']
type-detect,['4.0.8'],['[]']
type-fest,['0.6.0' '0.3.1' '0.5.2' '0.8.1' '0.11.0'],['[(MIT OR CC0-1.0)]']
typed-rest-client,['1.8.6'],['[]']
typedarray-to-buffer,['3.1.5'],['[]']
typescript,['4.4.4' '3.7.5'],['[]']
typing,['3.10.0.0'],['[PSF]']
typing_extensions,['4.3.0' '4.1.1'],['[]']
tzinfo,['2.0.4'],['[]']
ubuntu-mono,['16.10+18.04.20181005-0ubuntu1'],['[CC-BY-SA-3.0 GPL-3]']
uc.micro,['1.0.6'],['[]']
unboundid-ldapsdk,['4.0.8'],['[]']
unbox-primitive,['1.0.2'],['[]']
underscore,['1.13.1'],['[]']
union-value,['1.0.1'],['[]']
universalify,['2.0.0' '0.1.2' '1.0.0'],['[MIT]']
unixodbc-dev,['2.3.4-1.1ubuntu3'],['[GPL GPL-2+ LGPL LGPL-2+]']
unset-value,['1.0.0'],['[]']
unsigned-long,['7.16.3'],['[]']
uri-js,['4.2.2'],['[]']
urijs,['1.19.2' '1.19.11'],['[MIT]']
urix,['0.1.0'],['[]']
url,['0.10.3'],['[]']
url-join,['1.1.0'],['[]']
url-parse,['1.5.10'],['[MIT]']
url-parse-lax,['3.0.0'],['[MIT]']
url-to-options,['1.0.1'],['[MIT]']
urwid,['2.0.1'],['[LGPL]']
use,['3.1.1'],['[]']
util,['0.12.4'],['[]']
util-deprecate,['1.0.2'],['[]' '[MIT]']
uuid,['3.3.2' '8.0.0' '8.3.2' '3.2.1' '3.4.0'],['[MIT]']
uuid-dev,['2.31.1-0.4ubuntu3.7'],['[BSD-2-clause BSD-3-clause BSD-4-clause GPL-2 GPL-2+ GPL-3 GPL-3+ LGPL LGPL-2 LGPL-2+ LGPL-2.1 LGPL-2.1+ LGPL-3 LGPL-3+ MIT public-domain]']
v8-compile-cache,['2.1.0'],['[]']
valid-url,['1.0.9'],['[]']
validate-npm-package-license,['3.0.4'],['[]']
validator,['13.7.0'],['[MIT]']
vector-tile,['7.16.3'],['[]']
vectors,['7.16.3'],['[]']
virtualenv-clone,['0.5.7'],['[MIT]']
vsce,['1.103.1'],['[]']
vscode,['1.1.37'],['[]']
vscode-jsonrpc,['6.0.0'],['[]']
vscode-languageclient,['7.0.0'],['[]']
vscode-languageserver-protocol,['3.16.0'],['[]']
vscode-languageserver-types,['3.16.0'],['[]']
vscode-test,['0.4.3'],['[]']
w3m,['0.5.3-36build1'],['[GPL-2 GPL-3 GPL-3+ Ruby Unicode-Data-Files X11 X11-install-sh copyleft-matrix-c permissive-Str permissive-aclocal permissive-configure permissive-debian permissive-gitlog2changelog permissive-matrix-h permissive-po public-domain w3m]']
wagon-http,['3.5.1' '3.3.4'],['[]']
wamerican,['2017.08.24-1'],['[]']
